id,item_id,name,url,brand,category,price,msrp,review_score,review_count,cereal,cold_cereal,day,cereal_order,cold_cereal_order,image
1089,480660272,Bob's Red Mill Paleo Style Muesli Cold Cereal Grain Free Nuts Fruits -- 14 oz pack of 1,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FBob-s-Red-Mill-Paleo-Style-Muesli-Cold-Cereal-Grain-Free-Nuts-Fruits-14-oz-pack-of-1%2F480660272%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,"Food > Snacks, Cookies & Chips > Nuts & Trail Mixes",26.99,,,,,t,1,,268,https://i5.walmartimages.com/asr/e490c0ca-62e6-48ac-b835-810bf36c5787_1.796445a00c1835c162809a75ed192504.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1091,810468820,Bob's Red Mill Paleo Style Muesli Cold Cereal Grain Free Nuts Fruits -- 14 oz pack of 4,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FBob-s-Red-Mill-Paleo-Style-Muesli-Cold-Cereal-Grain-Free-Nuts-Fruits-14-oz-pack-of-4%2F810468820%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,"Food > Snacks, Cookies & Chips > Nuts & Trail Mixes",58.99,,,,,t,1,,269,https://i5.walmartimages.com/asr/e490c0ca-62e6-48ac-b835-810bf36c5787_1.796445a00c1835c162809a75ed192504.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1088,406579633,Bob's Red Mill Paleo Style Muesli Cold Cereal Grain Free Nuts Fruits -- 14 oz pack of 3,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FBob-s-Red-Mill-Paleo-Style-Muesli-Cold-Cereal-Grain-Free-Nuts-Fruits-14-oz-pack-of-3%2F406579633%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,"Food > Snacks, Cookies & Chips > Nuts & Trail Mixes",48.99,,,,,t,1,,238,https://i5.walmartimages.com/asr/e490c0ca-62e6-48ac-b835-810bf36c5787_1.4594b81b5f41024ce41a212e8a861495.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1090,992212400,Bob's Red Mill Paleo Style Muesli Cold Cereal Grain Free Nuts Fruits -- 14 oz pack of 2,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FBob-s-Red-Mill-Paleo-Style-Muesli-Cold-Cereal-Grain-Free-Nuts-Fruits-14-oz-pack-of-2%2F992212400%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,"Food > Snacks, Cookies & Chips > Nuts & Trail Mixes",37.99,,,,,t,1,,270,https://i5.walmartimages.com/asr/e490c0ca-62e6-48ac-b835-810bf36c5787_1.796445a00c1835c162809a75ed192504.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
520,17196498,"Peace Cereal Blueberry Pomegranate Crispy Rice & Flakes Cereal, 12 oz (Pack of 6)",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FPeace-Cereal-Blueberry-Pomegranate-Crispy-Rice-Flakes-Cereal-12-oz-Pack-of-6%2F17196498%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,27.71,30.54,,,t,t,1,519,448,https://i5.walmartimages.com/asr/454a1933-0904-4fec-a5fd-23dc71c9d86c_1.63380e9f9086964631a82cb9915e289e.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
412,28645790,Barbara's Bakery Cereal Shredded Wheat -- 18 Biscuits,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FBarbara-s-Bakery-Cereal-Shredded-Wheat-18-Biscuits%2F28645790%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,4.49,5.99,5,,t,t,1,411,354,https://i5.walmartimages.com/asr/62f28b2e-459c-4895-b72e-56c60c05f12f_1.81db9ceb38ca78eae4d6067f03c79967.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
360,43852064,"Malt O Meal Cocoa Dyno-Bites Cereal with Marshmallows Super Size, 38 oz",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FMalt-O-Meal-Cocoa-Dyno-Bites-Cereal-with-Marshmallows-Super-Size-38-oz%2F43852064%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,5.98,,4.5,10,t,t,1,363,274,https://i5.walmartimages.com/asr/e12db024-1a12-47af-adbc-93c6a8999915_1.d4751812330a6d8b92ba73334f20e113.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
557,47208873,Cereal that loves you back with each spoonful,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fcol%2FCereal-that-loves-you-back-with-each-spoonful%2F47208873%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,2.98,,4.76,,t,t,1,567,489,https://i5.walmartimages.com/asr/2c244e1f-58e2-4c2c-83f4-470608f5d04d_1.2eea33be969234015ffa578b99010650.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff
490,28646214,"Bob's Red Mill Organic Oat Bran Cereal, 18 Oz",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FBob-s-Red-Mill-Organic-Oat-Bran-Cereal-18-Oz%2F28646214%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,3.28,5.29,,,t,t,1,489,496,https://i5.walmartimages.com/asr/8f7ef83b-3a3e-4746-87f5-5b2d16201bc8_1.889c04c6f22330a50721cd3c4dcfc744.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
479,45099790,Nature Valley™ Muesli Cereal Original 11 oz Box,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FNature-Valley-Muesli-Cereal-Original-11-oz-Box%2F45099790%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,Nature Valley,Food > Breakfast & Cereal > Cold Cereal,4.26,,4.5,2,t,t,1,480,457,https://i5.walmartimages.com/asr/77e0c15b-6045-48e5-940a-3164ec05291a_1.15eb6d6978251537810b05614f965711.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1087,552710166,Bob's Red Mill Paleo Style Muesli Cold Cereal Grain Free Nuts Fruits -- 14 oz pack of 6,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FBob-s-Red-Mill-Paleo-Style-Muesli-Cold-Cereal-Grain-Free-Nuts-Fruits-14-oz-pack-of-6%2F552710166%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,"Food > Snacks, Cookies & Chips > Nuts & Trail Mixes",81.99,,,,,t,1,,237,https://i5.walmartimages.com/asr/e490c0ca-62e6-48ac-b835-810bf36c5787_1.796445a00c1835c162809a75ed192504.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
373,41474803,Cheerios + Ancient Grains Lightly Sweetened Oat & Ancient Grain Cereal 11.6oz,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FCheerios-Ancient-Grains-Lightly-Sweetened-Oat-Ancient-Grain-Cereal-11-6oz%2F41474803%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,Cheerios,Food > Breakfast & Cereal > Cold Cereal,6.42,,4.457,45,t,t,1,371,366,https://i5.walmartimages.com/asr/eea43fc6-b3c2-4ab0-9e57-9e530acc228e_1.2d73c9f33420ed2c36bf1b4e1166c12c.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
587,173514892,"Freedom Foods Gluten Free All Around Cereal, Original, 8.8 Oz",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FFreedom-Foods-Gluten-Free-All-Around-Cereal-Original-8-8-Oz%2F173514892%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,6.44,,1,,t,t,1,593,616,https://i5.walmartimages.com/asr/b91b423d-9b5d-44a4-805d-dca3a791c6d8_1.26d0b3bb30db7195531339940206cbed.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
640,55212050,"Malt-O-Meal Oat Blenders Honey Almond Cereal, 13.5 oz, (Pack of 12)",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FMalt-O-Meal-Oat-Blenders-Honey-Almond-Cereal-13-5-oz-Pack-of-12%2F55212050%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,Malt-O-Meal,Food > Breakfast & Cereal > Cold Cereal,33.23,,,,t,t,1,667,485,https://i5.walmartimages.com/asr/9884e955-00ce-47d9-a79f-c5b4b223f479_1.958911d711487caa3a7c7bb48b8addb8.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
653,48212927,"Ancient Harvest Ancient Grains Organic Gluten Free Hot Cereal, Apple Cinnamon, 1.76 Oz, 10 Ct",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FAncient-Harvest-Ancient-Grains-Organic-Gluten-Free-Hot-Cereal-Apple-Cinnamon-1-76-Oz-10-Ct%2F48212927%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,3.69,7.79,,,t,t,1,687,627,https://i5.walmartimages.com/asr/582fd0c9-b8f5-4ce1-bf88-103aed4a3758_1.1c89b1013f9dc32fd01fa44fc213b350.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1095,46772383,Kellogg's Frosted Mini-Wheats Blueberry Cereal 15.5 oz. Box,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FKellogg-s-Frosted-Mini-Wheats-Blueberry-Cereal-15-5-oz-Box%2F46772383%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,Kellogg's,Food > Breakfast & Cereal > Cold Cereal,4.06,,3.667,3,,t,1,,668,https://i5.walmartimages.com/asr/b2e1d8e8-8832-46ae-a537-a7a9fc5985c8_1.ca4c13f03efd4fc6fdcb0b3b9725bef4.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
810,101786259,"Puffins Puffins Cereal, Honey Rice, 10 OZ (Pack of 1)",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FPuffins-Puffins-Cereal-Honey-Rice-10-OZ-Pack-of-1%2F101786259%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,6.66,6.73,,,t,t,1,840,614,https://i5.walmartimages.com/asr/65462607-13dc-42d1-b401-6fedfabc87bf_1.fbf11fc82f007530f701c6c8a9788f35.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1098,534603365,Barbara's Bakery Organic Snackimals Cereal - Vanilla - Case of 12 - 9 oz.,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FBarbara-s-Bakery-Organic-Snackimals-Cereal-Vanilla-Case-of-12-9-oz%2F534603365%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,70.98,,,,,t,1,,791,https://i5.walmartimages.com/asr/ab378532-9bce-4a13-a33a-5b23ef95bfad_1.d8772ce61465c1ba13f2c1d08d838553.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1092,155846577,"Teeccino Caffe TeeChia Cranberry Apple Cereal, 10.6 Oz",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FTeeccino-Caffe-TeeChia-Cranberry-Apple-Cereal-10-6-Oz%2F155846577%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,11.03,,,,t,t,1,809,638,https://i5.walmartimages.com/asr/1bfcdb40-39ff-4d7d-a572-b651e1f84bd0_1.62e2a07a7c9a90cbe400bb452f8eceb8.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
902,351003221,General Mills Frosted Corn Flakes Cereal 1 oz Cups - Pack of 48,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FGeneral-Mills-Frosted-Corn-Flakes-Cereal-1-oz-Cups-Pack-of-48%2F351003221%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,34.5,,,,t,t,1,949,714,https://i5.walmartimages.com/asr/b5f6cf65-2c17-4eb4-933e-fa3ca39b8648_1.ad31fba5d7a2fc18fc55439e9ba87189.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff
1097,178185877,"Alpen Cereal, 14 OZ (Pack of 12)",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FAlpen-Cereal-14-OZ-Pack-of-12%2F178185877%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,60.42,,,,t,t,1,1015,713,https://i5.walmartimages.com/asr/d6bc4a95-3cd0-4803-b04d-f2873b524d3d_1.ad56de9232640ff110755340c24c1592.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
431,102295756,"Great Value Awake Vanilla Almond Cereal, 12.4 oz",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FGreat-Value-Awake-Vanilla-Almond-Cereal-12-4-oz%2F102295756%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,Great Value,Food > Breakfast & Cereal > Cold Cereal,2.48,,,,t,t,1,435,336,https://i5.walmartimages.com/asr/9a24eb74-4758-4e17-9fe5-fdf9449ee647_1.fdf604dc580e735f646c8aca5c32fba5.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1093,43924534,"Kellogg's Frosted Mini-Wheats Original Cereal, 18 oz, (Pack of 16)",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FKellogg-s-Frosted-Mini-Wheats-Original-Cereal-18-oz-Pack-of-16%2F43924534%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,Kellogg's,Food > Breakfast & Cereal > Cold Cereal,62.55,,,,,t,1,,661,https://i5.walmartimages.com/asr/5ad02a44-7831-4b30-9af9-1620a94e6034_1.501d31814f746c63a912747372de5241.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1094,584128691,Arrowhead Mills Puffed Rice Cereal 6 oz Packages - Pack of 12,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FArrowhead-Mills-Puffed-Rice-Cereal-6-oz-Packages-Pack-of-12%2F584128691%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,Arrowhead Mills,Food > Breakfast & Cereal > Cold Cereal,28.74,,4,,t,t,1,724,663,https://i5.walmartimages.com/asr/eff02b88-7553-40bd-b634-6ba232df1453_1.2413d14f36a0656d0857a9cdf9700380.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff
1110,414577635,Vigilant Eats - Organic Superfood Oat-Based Cereal Coconut Maple Vanilla - 2.7 oz(pack of 2),http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FVigilant-Eats-Organic-Superfood-Oat-Based-Cereal-Coconut-Maple-Vanilla-2-7-oz-pack-of-2%2F414577635%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,22.99,,,,,t,1,,758,https://i5.walmartimages.com/asr/b24ad39a-fb01-4746-bc9d-d8b1a6b822e4_1.0c63f77d091ee75accad69559e8077bd.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1112,957905603,Love Grown Mighty Flakes™ Cereal Gluten Free Bean Flakes -- 10 oz pack of 2,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FLove-Grown-Mighty-Flakes-Cereal-Gluten-Free-Bean-Flakes-10-oz-pack-of-2%2F957905603%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,28.99,,,,,t,1,,760,https://i5.walmartimages.com/asr/4cc2c2dd-56e5-44a1-aa4a-541ed4fc51a2_1.b47e6881f59d1719fb69bc78a6c29ca1.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1006,708032623,GreenMax (Mayushan) (Yam ; Black Sesame Instant Cereal 24 Pack) + One NineChef Spoon,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FGreenMax-Mayushan-Yam-amp-Black-Sesame-Instant-Cereal-24-Pack-One-NineChef-Spoon%2F708032623%3Faffp1%3DDA4IZoKc3fOiA3CO5EZy_PwHF9YedvnuBdpDMsgDYmQ%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,198.99,,,,t,t,1,998,745,https://i5.walmartimages.com/asr/b4c1d036-b973-4250-acf2-20b4663f73a7_1.5525ac010bac76bfac06859daa4f1a7e.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1105,520041362,Kashi Cereal - Multigrain - Golean - Original - 13.1 oz - Case of 10,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FKashi-Cereal-Multigrain-Golean-Original-13-1-oz-Case-of-10%2F520041362%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,Kashi,Food > Breakfast & Cereal > Cold Cereal,72.98,,,,,t,1,,801,https://i5.walmartimages.com/asr/b8ee02dc-2273-47fe-842d-d7c7253e684d_1.1ab343c6f89fbbadf613225442fd6d1f.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1111,448585262,Alpen Muesli Cereal - Dark Chocolate - Case of 12 - 11.8 oz.,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FAlpen-Muesli-Cereal-Dark-Chocolate-Case-of-12-11-8-oz%2F448585262%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,78.19,,,,,t,1,,759,https://i5.walmartimages.com/asr/5708d88a-b63a-43dd-921a-576d9a7e22bd_1.c09a9e9001ab76ee8d8e31be6adf99c1.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1114,353376360,GreenMax (Mayushan) (Hakka Pestle Cereal 1 Pack) + One NineChef Spoon,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FGreenMax-Mayushan-Hakka-Pestle-Cereal-1-Pack-One-NineChef-Spoon%2F353376360%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,14.99,,,,,t,1,,762,https://i5.walmartimages.com/asr/4c3f67c4-41d8-47f3-b448-b2687c6cc1a6_1.22cb99198dbff4e5fa44e5079d00d867.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1103,810991319,Purely Elizabeth Ancient Grain Granola Cereal - Blueberry Hemp - 2 oz - Case of 8,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FPurely-Elizabeth-Ancient-Grain-Granola-Cereal-Blueberry-Hemp-2-oz-Case-of-8%2F810991319%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,23.98,,,,,t,1,,797,https://i5.walmartimages.com/asr/b233c707-fe71-46f3-8879-6a1889374762_1.8eeb88e3a7cf815d9499a6c1b486c407.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1104,156579923,Barbara's Bakery Morning Oat Crunch Cereal - Cinnamon - Case of 6 - 14 oz.,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FBarbara-s-Bakery-Morning-Oat-Crunch-Cereal-Cinnamon-Case-of-6-14-oz%2F156579923%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,40.98,,,,,t,1,,798,https://i5.walmartimages.com/asr/b3cf788c-31c1-462a-87a1-104b820f61b4_1.3feaeb4ac53327b6e1c24baaf2889618.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
438,20897636,Cap'n Crunch's Crunch Berries® Cereal 22.4 oz. Box,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FCap-n-Crunch-s-Crunch-Berries-Cereal-22-4-oz-Box%2F20897636%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,Cap'n Crunch,Food > Breakfast & Cereal > Cold Cereal,2.98,,4.752,,t,t,1,438,423,https://i5.walmartimages.com/asr/b91d1eb4-9aee-4271-8bf3-6b476cde7cb2_1.9aeb96c302714daa4c17f095608bdbf9.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1101,664179932,Love Grown Comet Crispies™ Cereal Gluten Free Chocolate -- 9.5 oz pack of 6,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FLove-Grown-Comet-Crispies-Cereal-Gluten-Free-Chocolate-9-5-oz-pack-of-6%2F664179932%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,54.99,,,,,t,1,,790,https://i5.walmartimages.com/asr/3f864f87-8c05-4c77-a052-d4dbf8f774b5_1.677b37246047bca60e98192ed1ae70ad.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1107,591617297,Love Grown Foods Cereal - Power Os - Honey - 10 oz - case of 6,http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2FLove-Grown-Foods-Cereal-Power-Os-Honey-10-oz-case-of-6%2F591617297%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,40.48,,,,,t,1,,804,https://i5.walmartimages.com/asr/90df63ea-f5d3-4c9d-abb4-b181b3ef1284_1.df6cc5504da9c8cfe0f580040a1bdebe.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
1108,716624614,"10 Pack :       Nature's Path Qi'a Chia Buckwheat And Hemp Cereal, Cranberry Vanilla, 7.90 Ounce : Oatmeal Breakfast Cereals",http://c.affil.walmart.com/t/api02?l=https%3A%2F%2Fwww.walmart.com%2Fip%2F10-Pack-Nature-s-Path-Qi-a-Chia-Buckwheat-And-Hemp-Cereal-Cranberry-Vanilla-7-90-Ounce-Oatmeal-Breakfast-Cereals%2F716624614%3Faffp1%3D3h-WuYh6u7ADvf8lNzyz114OKgQdQhBw_Za7hFF_Lss%26affilsrc%3Dapi%26veh%3Daff%26wmlspartner%3Dreadonlyapi,,Food > Breakfast & Cereal > Cold Cereal,103.39,,,,,t,1,,807,https://i5.walmartimages.com/asr/ec1ef4d0-5ae8-4179-868f-5534180be9ef_1.6a560cb09738f9f30ea2c4aee87f60b1.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF
